Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds
2014-04-21,15:20:00,Geelong,Hawthorn,MCG,106,87,NA,15,16,12,15,2.52,1.52
2014-04-20,16:40:00,Western Bulldogs,Carlton,Marvel Stadium,91,119,NA,13,13,18,11,1.77,2.02
2014-04-20,15:20:00,Melbourne,Gold Coast,MCG,78,86,NA,11,12,11,20,3.09,1.37
2014-04-20,12:40:00,Adelaide,GWS Giants,Adelaide Oval,137,72,NA,21,11,10,12,1.12,6.19
2014-04-19,19:40:00,Essendon,St Kilda,Marvel Stadium,65,81,NA,9,11,11,15,1.11,6.45
2014-04-19,17:40:00,West Coast,Port Adelaide,Domain Stadium,56,70,NA,7,14,10,10,1.84,1.93
2014-04-19,16:40:00,Sydney,Fremantle,SCG,92,75,NA,13,14,11,9,2.4,1.56
2014-04-19,13:40:00,Collingwood,North Melbourne,MCG,93,58,NA,13,15,8,10,1.86,1.91
2014-04-17,19:50:00,Brisbane,Richmond,Gabba,63,106,NA,9,9,15,16,4.45,1.21
2014-04-13,14:40:00,Fremantle,Essendon,Domain Stadium,113,60,NA,18,5,9,6,1.86,1.92
2014-04-13,15:20:00,St Kilda,Adelaide,Marvel Stadium,50,136,NA,7,8,20,16,2.2,1.67
2014-04-13,13:10:00,Sydney,North Melbourne,SCG,48,91,NA,6,12,13,13,1.4,2.93
2014-04-12,19:40:00,Geelong,West Coast,GMHBA Stadium,107,32,NA,16,11,4,8,1.16,5.07
2014-04-12,19:40:00,Gold Coast,Hawthorn,Metricon Stadium,49,148,NA,7,7,23,10,4.38,1.21
2014-04-12,16:40:00,GWS Giants,Western Bulldogs,UNSW Canberra Oval,83,110,NA,12,11,17,8,2.49,1.53
2014-04-12,13:40:00,Port Adelaide,Brisbane,Adelaide Oval,159,46,NA,24,15,7,4,1.13,5.83
2014-04-12,13:45:00,Carlton,Melbourne,MCG,58,81,NA,7,16,12,9,1.15,5.18
2014-04-11,19:50:00,Richmond,Collingwood,MCG,72,110,NA,10,12,16,14,2.63,1.48
2014-04-06,19:10:00,Essendon,Carlton,MCG,138,57,NA,21,12,8,9,1.43,2.81
2014-04-06,16:10:00,North Melbourne,Port Adelaide,Marvel Stadium,97,90,NA,14,13,13,12,2.07,1.74
2014-04-06,13:10:00,GWS Giants,Melbourne,Spotless Stadium,79,47,NA,10,19,7,5,1.32,3.42
2014-04-05,19:40:00,Collingwood,Geelong,MCG,76,87,NA,11,10,12,15,2.36,1.57
2014-04-05,16:40:00,West Coast,St Kilda,Domain Stadium,83,58,NA,12,11,8,10,1.05,10.78
2014-04-05,15:40:00,Gold Coast,Brisbane,Metricon Stadium,114,61,NA,17,12,9,7,1.7,2.12
2014-04-05,13:40:00,Adelaide,Sydney,Adelaide Oval,71,134,NA,9,17,21,8,1.99,1.78
2014-04-05,13:45:00,Western Bulldogs,Richmond,Marvel Stadium,100,98,NA,15,10,15,8,2.99,1.39
2014-04-04,19:50:00,Hawthorn,Fremantle,MCG,137,79,NA,21,11,11,13,1.65,2.19
2014-03-30,16:40:00,Western Bulldogs,North Melbourne,Marvel Stadium,54,83,NA,8,6,12,11,3.21,1.35
2014-03-30,15:20:00,Melbourne,West Coast,MCG,30,123,NA,4,6,18,15,8.29,1.08
2014-03-30,12:10:00,Brisbane,Geelong,Gabba,68,93,NA,10,8,13,15,3.6,1.29
2014-03-29,16:40:00,Fremantle,Gold Coast,Domain Stadium,87,39,NA,12,15,5,9,1.08,7.62
2014-03-29,19:40:00,Sydney,Collingwood,ANZ Stadium,69,89,NA,10,9,12,17,1.43,2.81
2014-03-29,16:15:00,Port Adelaide,Adelaide,Adelaide Oval,127,73,NA,19,13,11,7,1.69,2.12
2014-03-29,13:40:00,St Kilda,GWS Giants,Marvel Stadium,95,88,NA,15,5,13,10,1.73,2.07
2014-03-28,19:50:00,Essendon,Hawthorn,Marvel Stadium,86,90,NA,12,14,13,12,2.67,1.46
2014-03-27,19:45:00,Richmond,Carlton,MCG,98,86,NA,14,14,12,14,1.53,2.47
2014-03-23,16:40:00,West Coast,Western Bulldogs,Domain Stadium,134,69,NA,21,8,11,3,1.2,4.57
2014-03-22,19:40:00,St Kilda,Melbourne,Marvel Stadium,68,51,NA,10,8,6,15,2.2,1.66
2014-03-22,16:40:00,Hawthorn,Brisbane,University of Tasmania Stadium,139,91,NA,21,13,13,13,1.07,8.28
2014-03-21,19:50:00,North Melbourne,Essendon,Marvel Stadium,60,99,NA,9,6,15,9,1.45,2.69
2014-03-20,19:10:00,Geelong,Adelaide,GMHBA Stadium,119,81,NA,18,11,12,9,1.33,3.29
2014-03-16,19:40:00,Carlton,Port Adelaide,Marvel Stadium,87,120,NA,12,15,18,12,1.62,2.24
2014-03-15,18:55:00,Gold Coast,Richmond,Metricon Stadium,87,69,NA,12,15,10,9,2.66,1.47
2014-03-15,16:40:00,GWS Giants,Sydney,Spotless Stadium,99,67,NA,15,9,9,13,10.17,1.05
2014-03-14,19:50:00,Collingwood,Fremantle,Marvel Stadium,46,116,NA,5,16,17,14,2.31,1.6
2013-09-28,14:30:00,Hawthorn,Fremantle,MCG,77,62,Y,11,11,8,14,1.61,2.31
2013-09-21,17:45:00,Fremantle,Sydney,Domain Stadium,99,74,Y,14,15,11,8,1.29,3.6
2013-09-20,19:50:00,Hawthorn,Geelong,MCG,102,97,Y,14,18,15,7,1.38,3.02
2013-09-14,19:45:00,Sydney,Carlton,ANZ Stadium,86,62,Y,13,8,8,14,1.35,3.19
2013-09-13,19:50:00,Geelong,Port Adelaide,MCG,96,80,Y,13,18,12,8,1.21,4.38
2013-09-08,15:20:00,Richmond,Carlton,MCG,96,116,Y,14,12,18,8,1.47,2.67
2013-09-07,19:45:00,Collingwood,Port Adelaide,MCG,63,87,Y,9,9,12,15,1.21,4.43
2013-09-07,14:20:00,Geelong,Fremantle,GMHBA Stadium,72,87,Y,9,18,12,15,1.34,3.29
2013-09-06,19:50:00,Hawthorn,Sydney,MCG,105,51,Y,15,15,7,9,1.57,2.38
2013-09-01,16:40:00,Western Bulldogs,Melbourne,Marvel Stadium,107,87,NA,16,11,13,9,1.08,7.84
2013-09-01,15:20:00,Collingwood,North Melbourne,MCG,114,125,NA,17,12,19,11,1.62,2.27
2013-09-01,13:10:00,Gold Coast,GWS Giants,Metricon Stadium,146,63,NA,22,14,9,9,1.09,7.35
2013-08-31,18:10:00,West Coast,Adelaide,Domain Stadium,43,129,NA,5,13,19,15,1.87,1.9
2013-08-31,19:40:00,Essendon,Richmond,MCG,65,104,NA,9,11,15,14,2.86,1.42
2013-08-31,16:10:00,Port Adelaide,Carlton,AAMI Stadium,103,104,NA,15,13,15,14,1.88,1.87
2013-08-31,14:10:00,Geelong,Brisbane,GMHBA Stadium,112,111,NA,15,22,17,9,1.04,10.44
2013-08-31,13:45:00,St Kilda,Fremantle,Marvel Stadium,112,41,NA,16,16,6,5,1.83,2.1
2013-08-30,19:50:00,Sydney,Hawthorn,ANZ Stadium,100,112,NA,16,4,17,10,3.02,1.38
2013-08-25,16:40:00,Brisbane,Western Bulldogs,Gabba,100,93,NA,15,10,13,15,1.54,2.44
2013-08-25,15:20:00,GWS Giants,Richmond,Spotless Stadium,42,163,NA,6,6,25,13,16.89,1.01
2013-08-25,13:10:00,St Kilda,Gold Coast,Marvel Stadium,116,70,NA,17,14,10,10,1.74,2.06
2013-08-24,19:40:00,Carlton,Essendon,MCG,76,82,NA,9,22,12,10,1.41,2.86
2013-08-24,17:40:00,Fremantle,Port Adelaide,Domain Stadium,134,60,NA,21,8,9,6,1.16,5.17
2013-08-24,16:40:00,Geelong,Sydney,GMHBA Stadium,92,48,NA,13,14,7,6,1.46,2.71
2013-08-24,14:10:00,North Melbourne,Hawthorn,Marvel Stadium,103,117,NA,15,13,17,15,3.28,1.34
2013-08-24,13:15:00,Adelaide,Melbourne,AAMI Stadium,120,52,NA,18,12,7,10,1.02,15.5
2013-08-23,19:50:00,Collingwood,West Coast,MCG,101,39,NA,15,11,5,9,1.13,5.87
2013-08-18,16:40:00,Western Bulldogs,Adelaide,Marvel Stadium,131,114,NA,20,11,17,12,2.08,1.72
2013-08-18,15:20:00,Sydney,St Kilda,SCG,118,59,NA,18,10,8,11,1.02,14.85
2013-08-18,13:10:00,Melbourne,Fremantle,MCG,38,133,NA,5,8,20,13,16.1,1.02
2013-08-17,19:40:00,Brisbane,GWS Giants,Gabba,123,63,NA,18,15,9,9,1.03,12.64
2013-08-17,17:40:00,West Coast,Geelong,Domain Stadium,41,107,NA,6,5,16,11,2.65,1.48
2013-08-17,16:40:00,Essendon,North Melbourne,Marvel Stadium,70,115,NA,9,16,17,13,2.73,1.45
2013-08-17,13:40:00,Port Adelaide,Gold Coast,AAMI Stadium,113,96,NA,16,17,14,12,1.2,4.56
2013-08-17,13:45:00,Richmond,Carlton,MCG,96,106,NA,14,12,16,10,1.3,3.52
2013-08-16,19:50:00,Hawthorn,Collingwood,MCG,119,84,NA,18,11,12,12,1.53,2.48
2013-08-11,14:40:00,Fremantle,GWS Giants,Domain Stadium,157,44,NA,24,13,6,8,1.01,18.91
2013-08-11,14:50:00,Adelaide,North Melbourne,AAMI Stadium,79,70,NA,11,13,10,10,2.04,1.75
2013-08-11,13:10:00,Essendon,West Coast,Marvel Stadium,67,120,NA,9,13,18,12,1.42,2.86
2013-08-10,19:40:00,Gold Coast,Melbourne,Metricon Stadium,90,77,NA,13,12,10,17,1.12,6.41
2013-08-10,19:40:00,Sydney,Collingwood,ANZ Stadium,71,100,NA,10,11,14,16,1.41,2.86
2013-08-10,16:40:00,Carlton,Western Bulldogs,Marvel Stadium,89,117,NA,13,11,16,21,1.34,3.26
2013-08-10,14:10:00,Geelong,Port Adelaide,GMHBA Stadium,129,104,NA,20,9,16,8,1.11,6.53
2013-08-10,13:45:00,Richmond,Brisbane,MCG,97,74,NA,14,13,11,8,1.16,5.05
2013-08-09,19:50:00,St Kilda,Hawthorn,Marvel Stadium,56,102,NA,7,14,14,18,11.36,1.04
2013-08-04,16:40:00,Collingwood,Essendon,MCG,133,54,NA,20,13,7,12,1.86,1.92
2013-08-04,14:50:00,Adelaide,Port Adelaide,AAMI Stadium,103,107,NA,15,13,17,5,2.01,1.78
2013-08-04,13:10:00,Western Bulldogs,Sydney,Marvel Stadium,99,134,NA,15,9,21,8,7.73,1.08
2013-08-03,19:40:00,Brisbane,St Kilda,Gabba,108,77,NA,16,12,11,11,1.26,3.84
2013-08-03,19:40:00,Carlton,Fremantle,Marvel Stadium,80,116,NA,12,8,17,14,1.83,1.95
2013-08-03,14:40:00,West Coast,Gold Coast,Domain Stadium,130,113,NA,20,10,17,11,1.44,2.77
2013-08-03,14:10:00,Hawthorn,Richmond,MCG,66,107,NA,9,12,16,11,1.21,4.32
2013-08-03,13:45:00,GWS Giants,Melbourne,Spotless Stadium,124,87,NA,19,10,12,15,1.65,2.2
2013-08-02,19:50:00,North Melbourne,Geelong,Marvel Stadium,96,86,NA,15,6,13,8,3.35,1.32
2013-07-28,16:40:00,Sydney,Richmond,SCG,110,63,NA,16,14,9,9,1.27,3.68
2013-07-28,15:20:00,Western Bulldogs,West Coast,Marvel Stadium,111,89,NA,16,15,13,11,2.5,1.52
2013-07-28,12:40:00,Port Adelaide,Brisbane,AAMI Stadium,71,62,NA,9,17,9,8,1.38,3
2013-07-27,17:40:00,Fremantle,Adelaide,Domain Stadium,75,53,NA,11,9,7,11,1.25,3.87
2013-07-27,19:40:00,Geelong,St Kilda,GMHBA Stadium,137,36,NA,21,11,5,6,1.07,8.27
2013-07-27,16:40:00,Collingwood,GWS Giants,MCG,106,66,NA,15,16,10,6,1.01,21.45
2013-07-27,14:10:00,Melbourne,North Melbourne,Marvel Stadium,28,150,NA,4,4,22,18,13.31,1.03
2013-07-27,13:45:00,Gold Coast,Carlton,Metricon Stadium,77,120,NA,11,11,16,24,2.82,1.42
2013-07-26,19:50:00,Essendon,Hawthorn,Marvel Stadium,87,143,NA,13,9,22,11,3.33,1.32
2013-07-21,14:40:00,West Coast,Sydney,Domain Stadium,79,113,NA,11,13,17,11,2.58,1.49
2013-07-21,14:50:00,Adelaide,Geelong,AAMI Stadium,94,92,NA,14,10,14,8,4.36,1.21
2013-07-21,13:10:00,Richmond,Fremantle,MCG,84,57,NA,12,12,8,9,1.7,2.11
2013-07-20,19:10:00,Melbourne,Brisbane,TIO Stadium,75,94,NA,11,9,13,16,3.96,1.25
2013-07-20,19:40:00,St Kilda,Port Adelaide,Marvel Stadium,92,97,NA,13,14,14,13,2.03,1.77
2013-07-20,16:40:00,Gold Coast,Collingwood,Metricon Stadium,85,78,NA,13,7,11,12,4.83,1.18
2013-07-20,14:10:00,GWS Giants,Essendon,Spotless Stadium,77,116,NA,11,11,18,8,17.22,1.01
2013-07-20,13:45:00,Hawthorn,Western Bulldogs,University of Tasmania Stadium,95,76,NA,13,17,11,10,1.01,14.85
2013-07-19,19:50:00,North Melbourne,Carlton,Marvel Stadium,108,109,NA,16,12,16,13,1.65,2.21
2013-07-14,14:40:00,West Coast,Fremantle,Domain Stadium,93,121,NA,14,9,19,7,2.83,1.42
2013-07-14,15:20:00,Western Bulldogs,Essendon,Marvel Stadium,90,121,NA,14,6,18,13,7.25,1.09
2013-07-14,13:10:00,Sydney,GWS Giants,SCG,171,42,NA,24,27,5,12,1.01,19.92
2013-07-13,19:40:00,Brisbane,North Melbourne,Gabba,117,105,NA,18,9,17,3,2.82,1.43
2013-07-13,19:40:00,Carlton,St Kilda,Marvel Stadium,110,74,NA,16,14,10,14,1.36,3.12
2013-07-13,16:40:00,Richmond,Gold Coast,Cazaly’s Stadium,53,44,NA,6,17,6,8,1.23,4.1
2013-07-13,14:10:00,Geelong,Melbourne,GMHBA Stadium,98,30,NA,13,20,4,6,1.01,17.58
2013-07-13,13:15:00,Port Adelaide,Hawthorn,AAMI Stadium,79,124,NA,12,7,19,10,3.29,1.33
2013-07-12,19:50:00,Collingwood,Adelaide,MCG,111,84,NA,17,9,12,12,1.18,4.81
2013-07-07,16:40:00,Essendon,Port Adelaide,Marvel Stadium,118,88,NA,18,10,12,16,1.31,3.38
2013-07-07,13:20:00,Fremantle,St Kilda,Domain Stadium,100,70,NA,15,10,11,4,1.03,11.92
2013-07-07,13:10:00,Melbourne,Sydney,MCG,85,116,NA,13,7,16,20,14.84,1.02
2013-07-06,19:10:00,Adelaide,West Coast,AAMI Stadium,69,75,NA,9,15,11,9,1.59,2.33
2013-07-06,19:40:00,Geelong,Hawthorn,MCG,82,72,NA,11,16,10,12,2.25,1.63
2013-07-06,16:40:00,Brisbane,Gold Coast,Gabba,116,83,NA,17,14,12,11,1.29,3.63
2013-07-06,14:10:00,North Melbourne,Richmond,Marvel Stadium,128,66,NA,19,14,8,18,2.65,1.47
2013-07-06,13:45:00,GWS Giants,Western Bulldogs,UNSW Canberra Oval,83,87,NA,12,11,13,9,4.31,1.21
2013-07-05,19:50:00,Carlton,Collingwood,MCG,77,118,NA,12,5,17,16,1.62,2.27
2013-06-30,16:40:00,Richmond,St Kilda,MCG,119,55,NA,17,17,8,7,1.19,4.61
2013-06-30,15:20:00,North Melbourne,GWS Giants,Marvel Stadium,130,44,NA,19,16,6,8,1.01,18.75
2013-06-30,13:10:00,Hawthorn,Brisbane,University of Tasmania Stadium,143,85,NA,21,17,12,13,1.06,8.84
2013-06-29,19:40:00,Geelong,Fremantle,GMHBA Stadium,85,44,NA,11,19,7,2,1.37,3.08
2013-06-29,19:40:00,Melbourne,Western Bulldogs,MCG,103,100,NA,15,13,15,10,4.29,1.22
2013-06-29,16:10:00,Port Adelaide,Collingwood,AAMI Stadium,86,51,NA,13,8,7,9,2.96,1.39
2013-06-29,13:40:00,Gold Coast,Adelaide,Metricon Stadium,83,111,NA,11,17,16,15,2.35,1.58
2013-06-28,19:50:00,Sydney,Carlton,SCG,65,43,NA,8,17,5,13,1.4,2.93
2013-06-27,18:10:00,West Coast,Essendon,Domain Stadium,91,98,NA,13,13,15,8,2.08,1.73
2013-06-23,16:40:00,Brisbane,Geelong,Gabba,103,98,NA,15,13,14,14,5.58,1.14
2013-06-23,13:20:00,Fremantle,North Melbourne,Domain Stadium,67,29,NA,10,7,4,5,1.32,3.35
2013-06-22,19:40:00,Western Bulldogs,Richmond,Marvel Stadium,61,121,NA,8,13,17,19,6.65,1.11
2013-06-22,16:40:00,St Kilda,Melbourne,MCG,104,69,NA,16,8,10,9,1.11,6.47
2013-06-22,13:10:00,Port Adelaide,Sydney,AAMI Stadium,72,54,NA,10,12,8,6,7.12,1.1
2013-06-21,19:50:00,Hawthorn,West Coast,Marvel Stadium,123,103,NA,19,9,16,7,1.16,5.17
2013-06-16,16:40:00,Collingwood,Western Bulldogs,Marvel Stadium,99,65,NA,15,9,9,11,1.11,6.41
2013-06-16,13:10:00,GWS Giants,Port Adelaide,Spotless Stadium,50,125,NA,6,14,19,11,4.26,1.22
2013-06-15,19:40:00,Essendon,Gold Coast,Marvel Stadium,115,72,NA,17,13,11,6,1.16,5.29
2013-06-15,14:40:00,Fremantle,Brisbane,Domain Stadium,86,46,NA,12,14,6,10,1.06,9.37
2013-06-15,13:40:00,Richmond,Adelaide,MCG,110,72,NA,16,14,10,12,1.36,3.14
2013-06-14,19:50:00,Carlton,Hawthorn,Marvel Stadium,87,102,NA,13,9,15,12,4.07,1.23
2013-06-10,15:15:00,Melbourne,Collingwood,MCG,39,122,NA,5,9,17,20,15.9,1.02
2013-06-09,16:40:00,St Kilda,West Coast,Marvel Stadium,80,84,NA,11,14,12,12,2.86,1.42
2013-06-08,19:40:00,Gold Coast,North Melbourne,Metricon Stadium,66,51,NA,9,12,8,3,3.4,1.31
2013-06-08,16:10:00,Adelaide,Sydney,AAMI Stadium,50,127,NA,6,14,19,13,2.47,1.53
2013-06-08,13:40:00,GWS Giants,Geelong,Spotless Stadium,98,157,NA,15,8,24,13,17.9,1.01
2013-06-07,19:50:00,Essendon,Carlton,MCG,77,72,NA,11,11,10,12,1.8,1.98
2013-06-03,17:40:00,West Coast,Richmond,Domain Stadium,62,103,NA,8,14,16,7,1.28,3.63
2013-06-02,16:40:00,North Melbourne,St Kilda,Marvel Stadium,133,65,NA,19,19,10,5,1.22,4.29
2013-06-02,15:20:00,Melbourne,Hawthorn,MCG,48,143,NA,6,12,21,17,21.38,1.01
2013-06-01,19:40:00,Geelong,Gold Coast,GMHBA Stadium,123,71,NA,18,15,10,11,1.03,13.05
2013-06-01,19:10:00,Western Bulldogs,Port Adelaide,TIO Stadium,67,58,NA,10,7,8,10,2.57,1.5
2013-06-01,16:40:00,Sydney,Essendon,SCG,115,71,NA,17,13,10,11,1.51,2.52
2013-06-01,13:40:00,Adelaide,Fremantle,AAMI Stadium,59,66,NA,8,11,10,6,1.81,1.98
2013-06-01,13:45:00,Carlton,GWS Giants,Marvel Stadium,148,54,NA,22,16,8,6,1.01,18.52
2013-05-31,19:50:00,Brisbane,Collingwood,Gabba,51,100,NA,7,9,14,16,4.5,1.2
2013-05-26,14:40:00,Fremantle,Melbourne,Domain Stadium,130,40,NA,19,16,6,4,1.01,16.25
2013-05-26,15:20:00,North Melbourne,Adelaide,Marvel Stadium,124,125,NA,19,10,18,17,1.44,2.74
2013-05-26,13:10:00,Hawthorn,Gold Coast,MCG,118,92,NA,18,10,14,8,1.01,16.33
2013-05-25,19:45:00,Richmond,Essendon,MCG,62,91,NA,9,8,13,13,2.04,1.75
2013-05-25,19:40:00,Brisbane,Carlton,Gabba,85,98,NA,12,13,13,20,2.73,1.45
2013-05-25,16:40:00,St Kilda,Western Bulldogs,Marvel Stadium,101,110,NA,15,11,17,8,1.18,4.71
2013-05-25,14:10:00,GWS Giants,West Coast,Spotless Stadium,55,155,NA,8,7,23,17,16.03,1.01
2013-05-25,13:15:00,Port Adelaide,Geelong,AAMI Stadium,68,116,NA,9,14,18,8,4.71,1.18
2013-05-24,19:50:00,Collingwood,Sydney,MCG,55,102,NA,8,7,15,12,1.61,2.28
2013-05-19,16:10:00,Adelaide,St Kilda,AAMI Stadium,87,47,NA,12,15,6,11,1.33,3.32
2013-05-19,15:20:00,Richmond,Melbourne,MCG,106,72,NA,15,16,11,6,1.02,14.7
2013-05-19,13:10:00,Carlton,Port Adelaide,Marvel Stadium,109,91,NA,16,13,14,7,1.37,3.04
2013-05-18,19:40:00,Collingwood,Geelong,MCG,102,96,NA,15,12,14,12,3.29,1.33
2013-05-18,19:40:00,Sydney,Fremantle,SCG,70,70,NA,11,4,9,16,1.35,3.15
2013-05-18,16:40:00,Gold Coast,Western Bulldogs,Metricon Stadium,93,61,NA,13,15,8,13,1.62,2.26
2013-05-18,14:10:00,Hawthorn,GWS Giants,University of Tasmania Stadium,140,57,NA,21,14,9,3,1.01,29.63
2013-05-18,13:45:00,Essendon,Brisbane,Marvel Stadium,86,96,NA,12,14,14,12,1.04,10.82
2013-05-17,18:40:00,West Coast,North Melbourne,Domain Stadium,90,88,NA,12,18,13,10,1.37,3.06
2013-05-13,19:40:00,St Kilda,Carlton,Marvel Stadium,77,68,NA,11,11,9,14,3.81,1.26
2013-05-12,16:40:00,Melbourne,Gold Coast,MCG,54,114,NA,7,12,16,18,2.1,1.72
2013-05-12,13:10:00,GWS Giants,Adelaide,Spotless Stadium,52,187,NA,7,10,29,13,9.51,1.05
2013-05-11,17:40:00,Fremantle,Collingwood,Domain Stadium,100,73,NA,15,10,10,13,2.43,1.55
2013-05-11,19:40:00,Hawthorn,Sydney,MCG,119,82,NA,18,11,12,10,1.48,2.63
2013-05-11,16:40:00,Western Bulldogs,North Melbourne,Marvel Stadium,97,151,NA,15,7,22,19,7.64,1.08
2013-05-11,14:10:00,Brisbane,West Coast,Gabba,82,108,NA,12,10,17,6,4.34,1.21
2013-05-11,13:15:00,Port Adelaide,Richmond,AAMI Stadium,73,114,NA,10,13,18,6,1.55,2.43
2013-05-10,19:50:00,Geelong,Essendon,Marvel Stadium,113,85,NA,17,11,11,19,1.65,2.21
2013-05-05,14:40:00,West Coast,Western Bulldogs,Domain Stadium,137,67,NA,21,11,10,7,1.03,13.06
2013-05-05,15:20:00,Carlton,Melbourne,MCG,121,60,NA,18,13,8,12,1.02,15.5
2013-05-05,13:10:00,Sydney,Brisbane,SCG,115,55,NA,17,13,8,7,1.07,8.53
2013-05-04,19:40:00,Gold Coast,Fremantle,Metricon Stadium,54,99,NA,7,12,15,9,2.83,1.42
2013-05-04,19:40:00,Richmond,Geelong,MCG,87,131,NA,13,9,20,11,2.94,1.39
2013-05-04,16:10:00,Adelaide,Hawthorn,AAMI Stadium,78,89,NA,11,12,13,11,4.46,1.2
2013-05-04,14:10:00,North Melbourne,Port Adelaide,Blundstone Arena,93,83,NA,14,9,12,11,1.38,2.98
2013-05-04,13:45:00,Essendon,GWS Giants,Marvel Stadium,120,81,NA,17,18,12,9,1.01,19.27
2013-05-03,19:50:00,Collingwood,St Kilda,Marvel Stadium,103,77,NA,15,13,11,11,1.22,4.17
2013-04-28,16:40:00,Hawthorn,North Melbourne,MCG,99,96,NA,14,15,13,18,1.18,4.89
2013-04-28,15:20:00,Brisbane,Melbourne,Gabba,122,94,NA,17,20,14,10,1.17,4.92
2013-04-27,19:15:00,Port Adelaide,West Coast,AAMI Stadium,84,79,NA,12,12,10,19,1.97,1.82
2013-04-27,19:40:00,Western Bulldogs,Geelong,Marvel Stadium,86,107,NA,13,8,15,17,13.89,1.02
2013-04-27,16:40:00,Carlton,Adelaide,MCG,115,83,NA,17,13,12,11,1.44,2.78
2013-04-27,13:45:00,GWS Giants,Gold Coast,UNSW Canberra Oval,104,148,NA,16,8,21,22,3.19,1.35
2013-04-26,18:45:00,Fremantle,Richmond,Domain Stadium,81,80,NA,12,9,12,8,1.45,2.76
2013-04-25,19:50:00,St Kilda,Sydney,Westpac Stadium,63,79,NA,9,9,11,13,4.76,1.19
2013-04-25,14:40:00,Essendon,Collingwood,MCG,121,75,NA,18,13,10,15,2.21,1.65
2013-04-21,16:40:00,North Melbourne,Brisbane,Marvel Stadium,125,62,NA,18,17,9,8,1.27,3.78
2013-04-21,14:45:00,Adelaide,Western Bulldogs,AAMI Stadium,80,28,NA,12,8,4,4,1.11,6.46
2013-04-21,13:10:00,Melbourne,GWS Giants,MCG,144,103,NA,22,12,15,13,1.46,2.69
2013-04-20,19:40:00,Gold Coast,Port Adelaide,Metricon Stadium,66,104,NA,9,12,16,8,2.62,1.49
2013-04-20,17:40:00,West Coast,Carlton,Domain Stadium,65,89,NA,7,23,12,17,1.39,2.95
2013-04-20,16:40:00,St Kilda,Essendon,Marvel Stadium,91,128,NA,13,13,19,14,2.49,1.53
2013-04-20,14:10:00,Richmond,Collingwood,MCG,79,113,NA,11,13,16,17,1.86,1.92
2013-04-20,13:45:00,Hawthorn,Fremantle,University of Tasmania Stadium,118,76,NA,18,10,11,10,1.17,5.04
2013-04-19,19:50:00,Sydney,Geelong,SCG,103,124,NA,16,7,19,10,1.6,2.33
2013-04-14,16:10:00,Port Adelaide,Adelaide,AAMI Stadium,118,109,NA,17,16,16,13,2.7,1.46
2013-04-14,15:15:00,Collingwood,Hawthorn,MCG,90,145,NA,13,12,22,13,2.35,1.58
2013-04-14,13:10:00,Richmond,Western Bulldogs,Marvel Stadium,135,68,NA,20,15,10,8,1.25,3.9
2013-04-13,19:40:00,Geelong,Carlton,Marvel Stadium,119,103,NA,18,11,15,13,1.51,2.53
2013-04-13,19:40:00,Gold Coast,Brisbane,Metricon Stadium,92,94,NA,13,14,13,16,2.66,1.47
2013-04-13,16:40:00,GWS Giants,St Kilda,UNSW Canberra Oval,68,140,NA,10,8,21,14,4.61,1.2
2013-04-13,14:10:00,Melbourne,West Coast,MCG,83,177,NA,13,5,27,15,11.52,1.03
2013-04-13,13:45:00,North Melbourne,Sydney,Blundstone Arena,92,131,NA,13,14,20,11,2.11,1.72
2013-04-12,18:40:00,Fremantle,Essendon,Domain Stadium,68,72,NA,9,14,10,12,1.43,2.84
2013-04-07,14:40:00,West Coast,Hawthorn,Domain Stadium,98,148,NA,15,8,23,10,1.96,1.82
2013-04-07,15:15:00,Collingwood,Carlton,MCG,117,100,NA,17,15,15,10,1.47,2.68
2013-04-07,13:10:00,Geelong,North Melbourne,Marvel Stadium,112,108,NA,16,16,17,6,1.43,2.79
2013-04-06,19:40:00,Essendon,Melbourne,MCG,184,36,NA,28,16,5,6,1.08,7.93
2013-04-06,19:10:00,Port Adelaide,GWS Giants,AAMI Stadium,134,78,NA,19,20,11,12,1.14,5.89
2013-04-06,15:40:00,Brisbane,Adelaide,Gabba,77,96,NA,10,17,14,12,1.99,1.81
2013-04-06,14:10:00,Western Bulldogs,Fremantle,Marvel Stadium,78,106,NA,11,12,16,10,3.26,1.33
2013-04-06,13:45:00,Sydney,Gold Coast,SCG,114,73,NA,17,12,11,7,1.09,7.51
2013-04-05,19:50:00,St Kilda,Richmond,MCG,82,99,NA,12,10,14,15,2.95,1.4
2013-04-01,15:20:00,Hawthorn,Geelong,MCG,86,93,NA,12,14,13,15,1.6,2.32
2013-03-31,16:40:00,North Melbourne,Collingwood,Marvel Stadium,87,103,NA,13,9,15,13,2.38,1.58
2013-03-31,13:10:00,Melbourne,Port Adelaide,MCG,54,133,NA,8,6,19,19,1.83,1.94
2013-03-30,18:45:00,Gold Coast,St Kilda,Metricon Stadium,90,77,NA,13,12,10,17,3.37,1.32
2013-03-30,16:40:00,GWS Giants,Sydney,ANZ Stadium,76,106,NA,11,10,16,10,11.62,1.04
2013-03-30,13:40:00,Western Bulldogs,Brisbane,Marvel Stadium,127,59,NA,19,13,7,17,3.83,1.27
