Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds
2016-07-09,16:35:00,Gold Coast,Brisbane,Metricon Stadium,139,113,NA,22,7,17,11,1.19,4.73
2016-07-09,13:40:00,GWS Giants,Collingwood,Spotless Stadium,93,125,NA,14,9,19,11,1.1,6.84
2016-07-08,19:50:00,Geelong,Sydney,GMHBA Stadium,60,98,NA,9,6,15,8,1.37,3.1
2016-07-07,19:20:00,Port Adelaide,Hawthorn,Adelaide Oval,79,101,NA,12,7,15,11,2.16,1.69
2016-07-03,15:20:00,Melbourne,Adelaide,MCG,98,120,NA,15,8,18,12,3.59,1.29
2016-07-02,19:25:00,Carlton,Collingwood,MCG,45,57,NA,6,9,8,9,2.48,1.54
2016-07-02,16:35:00,Sydney,Western Bulldogs,SCG,79,83,NA,11,13,13,5,1.39,2.99
2016-07-02,13:40:00,Gold Coast,St Kilda,Metricon Stadium,108,68,NA,15,18,8,20,1.82,1.98
2016-07-01,19:20:00,Port Adelaide,Richmond,Adelaide Oval,94,56,NA,14,10,8,8,1.35,3.22
2016-06-30,18:10:00,West Coast,Essendon,Domain Stadium,130,52,NA,20,10,7,10,1.01,15.93
2016-06-26,15:20:00,Hawthorn,Gold Coast,University of Tasmania Stadium,86,60,NA,12,14,8,12,1.04,9.61
2016-06-25,19:25:00,St Kilda,Geelong,Marvel Stadium,93,90,NA,14,9,13,12,5.3,1.15
2016-06-25,16:35:00,GWS Giants,Carlton,Spotless Stadium,127,65,NA,18,19,9,11,1.06,9.21
2016-06-25,13:40:00,Richmond,Brisbane,MCG,117,75,NA,17,15,11,9,1.06,8.92
2016-06-24,19:50:00,Collingwood,Fremantle,MCG,85,37,NA,12,13,5,7,1.83,1.96
2016-06-23,19:20:00,Adelaide,North Melbourne,Adelaide Oval,100,67,NA,12,28,10,7,1.27,3.77
2016-06-19,16:40:00,Essendon,GWS Giants,Marvel Stadium,90,117,NA,12,18,17,15,12.72,1.02
2016-06-19,13:10:00,Sydney,Melbourne,SCG,86,31,NA,12,14,4,7,1.23,4.1
2016-06-18,19:25:00,Western Bulldogs,Geelong,Marvel Stadium,43,100,NA,5,13,16,4,2.51,1.53
2016-06-18,14:35:00,Fremantle,Port Adelaide,Domain Stadium,86,69,NA,12,14,9,15,2.41,1.57
2016-06-18,13:40:00,Brisbane,West Coast,Gabba,82,131,NA,12,10,20,11,7.95,1.08
2016-06-17,19:50:00,North Melbourne,Hawthorn,Marvel Stadium,84,93,NA,11,18,14,9,3.41,1.32
2016-06-13,15:20:00,Melbourne,Collingwood,MCG,104,58,NA,16,8,8,10,1.61,2.31
2016-06-12,16:40:00,GWS Giants,Sydney,Spotless Stadium,105,63,NA,15,15,9,9,1.99,1.81
2016-06-12,15:20:00,Richmond,Gold Coast,MCG,114,97,NA,17,12,15,7,1.17,5
2016-06-12,13:10:00,St Kilda,Carlton,Marvel Stadium,110,78,NA,17,8,12,6,2.48,1.54
2016-06-11,17:40:00,West Coast,Adelaide,Domain Stadium,76,105,NA,11,10,15,15,1.42,2.86
2016-06-11,19:25:00,Geelong,North Melbourne,Marvel Stadium,105,74,NA,15,15,12,2,1.89,1.9
2016-06-11,16:35:00,Brisbane,Fremantle,Gabba,64,147,NA,9,10,23,9,2.21,1.67
2016-06-11,13:10:00,Port Adelaide,Western Bulldogs,Adelaide Oval,97,100,NA,14,13,15,10,1.7,2.14
2016-06-10,19:50:00,Essendon,Hawthorn,Marvel Stadium,43,151,NA,6,7,23,13,12.24,1.03
2016-06-05,16:10:00,Adelaide,St Kilda,Adelaide Oval,133,45,NA,19,19,6,9,1.15,5.47
2016-06-05,15:20:00,Western Bulldogs,West Coast,Marvel Stadium,83,75,NA,12,11,11,9,1.76,2.04
2016-06-05,13:10:00,Collingwood,Port Adelaide,MCG,58,125,NA,7,16,19,11,1.95,1.84
2016-06-04,17:40:00,Fremantle,Essendon,Domain Stadium,126,47,NA,20,6,6,11,1.28,3.59
2016-06-04,19:25:00,Gold Coast,Sydney,Metricon Stadium,41,79,NA,6,5,11,13,6.11,1.12
2016-06-04,16:35:00,Geelong,GWS Giants,GMHBA Stadium,98,88,NA,14,14,14,4,1.5,2.58
2016-06-04,14:10:00,Carlton,Brisbane,Marvel Stadium,102,64,NA,16,6,9,10,1.25,3.88
2016-06-04,13:45:00,Hawthorn,Melbourne,MCG,82,64,NA,11,16,10,4,1.24,3.97
2016-06-03,19:50:00,North Melbourne,Richmond,Blundstone Arena,124,54,NA,18,16,7,12,1.56,2.43
2016-05-29,14:40:00,West Coast,Gold Coast,Domain Stadium,132,55,NA,20,12,7,13,1.02,14.33
2016-05-29,15:20:00,Collingwood,Western Bulldogs,MCG,53,74,NA,7,11,11,8,2.79,1.44
2016-05-29,13:10:00,Carlton,Geelong,Marvel Stadium,104,85,NA,16,8,12,13,7.61,1.09
2016-05-28,19:10:00,Adelaide,GWS Giants,Adelaide Oval,107,85,NA,15,17,13,7,1.92,1.88
2016-05-28,19:25:00,Essendon,Richmond,MCG,67,105,NA,10,7,16,9,5.41,1.15
2016-05-28,16:35:00,St Kilda,Fremantle,Marvel Stadium,101,67,NA,15,11,10,7,1.3,3.6
2016-05-28,13:40:00,Melbourne,Port Adelaide,Traeger Park,76,121,NA,10,16,18,13,2.02,1.79
2016-05-28,13:45:00,Brisbane,Hawthorn,Gabba,87,135,NA,13,9,21,9,7.95,1.08
2016-05-27,19:50:00,Sydney,North Melbourne,SCG,91,65,NA,14,7,9,11,1.41,2.93
2016-05-22,16:40:00,St Kilda,Essendon,Marvel Stadium,109,63,NA,16,13,9,9,1.18,4.84
2016-05-22,15:20:00,GWS Giants,Western Bulldogs,Spotless Stadium,98,73,NA,15,8,10,13,1.39,3.01
2016-05-22,13:10:00,Melbourne,Brisbane,MCG,131,68,NA,19,17,9,14,1.16,5.13
2016-05-21,17:40:00,Fremantle,Richmond,Domain Stadium,45,83,NA,6,9,11,17,2.22,1.66
2016-05-21,19:25:00,North Melbourne,Carlton,Marvel Stadium,113,46,NA,17,11,6,10,1.24,4.07
2016-05-21,16:05:00,Port Adelaide,West Coast,Adelaide Oval,86,94,NA,13,8,14,10,2.62,1.49
2016-05-21,14:10:00,Gold Coast,Adelaide,Metricon Stadium,74,149,NA,11,8,22,17,11.45,1.03
2016-05-21,13:45:00,Collingwood,Geelong,MCG,104,80,NA,16,8,11,14,5.51,1.15
2016-05-20,19:50:00,Hawthorn,Sydney,MCG,55,69,NA,7,13,10,9,1.81,1.99
2016-05-15,14:40:00,West Coast,St Kilda,Domain Stadium,132,29,NA,20,12,3,11,1.16,5.22
2016-05-15,15:20:00,Melbourne,Western Bulldogs,MCG,82,114,NA,12,10,17,12,2.94,1.4
2016-05-15,13:10:00,Carlton,Port Adelaide,Marvel Stadium,93,91,NA,14,9,13,13,2.36,1.58
2016-05-14,19:25:00,Brisbane,Collingwood,Gabba,65,143,NA,10,5,20,23,1.71,2.13
2016-05-14,19:25:00,Richmond,Sydney,MCG,101,100,NA,14,17,15,10,3.55,1.3
2016-05-14,16:35:00,GWS Giants,Gold Coast,Spotless Stadium,149,58,NA,22,17,9,4,1.05,10.34
2016-05-14,14:10:00,Hawthorn,Fremantle,University of Tasmania Stadium,116,75,NA,17,14,11,9,1.09,7.31
2016-05-14,13:45:00,Essendon,North Melbourne,Marvel Stadium,60,74,NA,8,12,10,14,10.13,1.05
2016-05-13,19:20:00,Adelaide,Geelong,Adelaide Oval,72,98,NA,11,6,13,20,1.89,1.91
2016-05-08,16:10:00,Port Adelaide,Brisbane,Adelaide Oval,136,59,NA,21,10,7,17,1.37,3.1
2016-05-08,15:20:00,St Kilda,North Melbourne,Marvel Stadium,75,82,NA,11,9,11,16,3.53,1.3
2016-05-07,18:10:00,Fremantle,GWS Giants,Domain Stadium,77,95,NA,11,11,14,11,3.35,1.33
2016-05-07,19:25:00,Western Bulldogs,Adelaide,Marvel Stadium,123,108,NA,18,15,17,6,1.73,2.12
2016-05-07,17:10:00,Gold Coast,Melbourne,Metricon Stadium,87,160,NA,14,3,24,16,1.86,1.94
2016-05-07,16:35:00,Sydney,Essendon,SCG,135,54,NA,20,15,7,12,1.02,14.38
2016-05-07,14:10:00,Geelong,West Coast,GMHBA Stadium,123,79,NA,18,15,12,7,1.5,2.58
2016-05-07,13:45:00,Collingwood,Carlton,MCG,84,99,NA,12,12,15,9,1.54,2.47
2016-05-06,19:50:00,Richmond,Hawthorn,MCG,90,136,NA,13,12,21,10,4.12,1.24
2016-05-01,14:40:00,West Coast,Collingwood,Domain Stadium,124,62,NA,18,16,9,8,1.12,6.22
2016-05-01,15:20:00,Carlton,Essendon,MCG,72,57,NA,10,12,8,9,1.56,2.41
2016-05-01,13:10:00,Brisbane,Sydney,Gabba,94,97,NA,14,10,15,7,5.11,1.17
2016-04-30,19:25:00,Geelong,Gold Coast,GMHBA Stadium,168,48,NA,25,18,7,6,1.08,7.62
2016-04-30,19:25:00,Richmond,Port Adelaide,MCG,59,94,NA,8,11,13,16,1.38,3.02
2016-04-30,16:35:00,GWS Giants,Hawthorn,Spotless Stadium,158,83,NA,24,14,12,11,2.05,1.77
2016-04-30,13:40:00,Adelaide,Fremantle,Adelaide Oval,97,64,NA,14,13,8,16,1.08,7.94
2016-04-30,13:45:00,Melbourne,St Kilda,Marvel Stadium,96,135,NA,15,6,20,15,1.72,2.14
2016-04-29,19:50:00,North Melbourne,Western Bulldogs,Marvel Stadium,61,45,NA,9,7,6,9,1.8,2.01
2016-04-25,15:20:00,Collingwood,Essendon,MCG,142,73,NA,22,10,11,7,1.33,3.33
2016-04-24,19:10:00,Melbourne,Richmond,MCG,129,96,NA,20,9,14,12,2.19,1.68
2016-04-24,14:15:00,Fremantle,Carlton,Domain Stadium,68,72,NA,9,14,10,12,1.14,5.61
2016-04-24,13:10:00,St Kilda,GWS Giants,Marvel Stadium,79,126,NA,12,7,19,12,2.38,1.57
2016-04-23,19:15:00,Port Adelaide,Geelong,Adelaide Oval,59,107,NA,8,11,16,11,2.16,1.7
2016-04-23,19:25:00,Western Bulldogs,Brisbane,Marvel Stadium,120,67,NA,17,18,10,7,1.12,6.37
2016-04-23,16:35:00,Gold Coast,North Melbourne,Metricon Stadium,81,119,NA,11,15,18,11,3.05,1.38
2016-04-23,13:45:00,Sydney,West Coast,SCG,88,49,NA,12,16,7,7,1.61,2.3
2016-04-22,19:50:00,Hawthorn,Adelaide,MCG,112,109,NA,17,10,17,7,1.41,2.91
2016-04-17,16:40:00,North Melbourne,Fremantle,Marvel Stadium,132,101,NA,20,12,14,17,1.23,4.15
2016-04-17,15:20:00,Collingwood,Melbourne,MCG,67,102,NA,9,13,16,6,1.39,3
2016-04-17,13:10:00,GWS Giants,Port Adelaide,UNSW Canberra Oval,151,65,NA,22,19,9,11,1.87,1.92
2016-04-16,19:10:00,Adelaide,Sydney,Adelaide Oval,113,103,NA,16,17,15,13,1.94,1.86
2016-04-16,19:25:00,Carlton,Western Bulldogs,Marvel Stadium,49,85,NA,7,7,13,7,7.53,1.09
2016-04-16,16:35:00,Brisbane,Gold Coast,Gabba,107,94,NA,14,23,14,10,3.04,1.38
2016-04-16,14:10:00,Hawthorn,St Kilda,University of Tasmania Stadium,87,84,NA,13,9,13,6,1.1,7.08
2016-04-16,13:45:00,Essendon,Geelong,MCG,42,72,NA,6,6,9,18,10.34,1.04
2016-04-15,18:10:00,West Coast,Richmond,Domain Stadium,125,57,NA,18,17,9,3,1.22,4.28
2016-04-10,16:40:00,Geelong,Brisbane,GMHBA Stadium,125,56,NA,18,17,7,14,1.04,11.7
2016-04-10,15:20:00,Western Bulldogs,Hawthorn,Marvel Stadium,90,93,NA,13,12,14,9,2.05,1.77
2016-04-10,13:10:00,North Melbourne,Melbourne,Blundstone Arena,136,131,NA,21,10,20,11,1.13,6.03
2016-04-09,17:40:00,West Coast,Fremantle,Domain Stadium,92,59,NA,12,20,8,11,1.32,3.36
2016-04-09,19:25:00,Gold Coast,Carlton,Metricon Stadium,95,41,NA,13,17,5,11,1.15,5.5
2016-04-09,16:35:00,Sydney,GWS Giants,SCG,93,68,NA,14,9,10,8,1.39,3.01
2016-04-09,14:10:00,Richmond,Adelaide,Marvel Stadium,92,128,NA,13,14,19,14,1.89,1.93
2016-04-09,13:45:00,St Kilda,Collingwood,MCG,119,90,NA,18,11,14,6,2.33,1.61
2016-04-08,19:20:00,Port Adelaide,Essendon,Adelaide Oval,112,51,NA,17,10,7,9,1.11,6.78
2016-04-03,16:40:00,Carlton,Sydney,Marvel Stadium,71,131,NA,10,11,20,11,4.38,1.21
2016-04-03,15:20:00,Hawthorn,West Coast,MCG,99,53,NA,14,15,7,11,2.22,1.66
2016-04-03,13:10:00,GWS Giants,Geelong,UNSW Canberra Oval,89,76,NA,13,11,11,10,2.66,1.46
2016-04-02,16:40:00,Fremantle,Gold Coast,Domain Stadium,100,126,NA,14,16,19,12,1.23,4.14
2016-04-02,19:25:00,St Kilda,Western Bulldogs,Marvel Stadium,36,93,NA,5,6,13,15,3.88,1.25
2016-04-02,15:35:00,Brisbane,North Melbourne,Gabba,83,117,NA,11,17,17,15,3.82,1.27
2016-04-02,14:10:00,Essendon,Melbourne,MCG,80,67,NA,11,14,10,7,5.76,1.14
2016-04-02,13:15:00,Adelaide,Port Adelaide,Adelaide Oval,144,86,NA,22,12,11,20,1.94,1.86
2016-04-01,19:50:00,Collingwood,Richmond,MCG,87,86,NA,13,9,12,14,2.04,1.78
2016-03-28,15:20:00,Geelong,Hawthorn,MCG,116,86,NA,18,8,12,14,2.12,1.71
2016-03-27,16:40:00,West Coast,Brisbane,Domain Stadium,166,102,NA,26,10,15,12,1.03,11.96
2016-03-27,14:50:00,Port Adelaide,St Kilda,Adelaide Oval,133,100,NA,20,13,15,10,1.14,5.65
2016-03-27,13:10:00,Western Bulldogs,Fremantle,Marvel Stadium,103,38,NA,15,13,5,8,1.62,2.28
2016-03-26,19:25:00,North Melbourne,Adelaide,Marvel Stadium,107,97,NA,16,11,14,13,1.43,2.81
2016-03-26,19:25:00,Sydney,Collingwood,SCG,133,53,NA,18,25,7,11,1.58,2.37
2016-03-26,15:35:00,Gold Coast,Essendon,Metricon Stadium,121,60,NA,17,19,9,6,1.14,5.93
2016-03-26,13:40:00,Melbourne,GWS Giants,MCG,80,78,NA,12,8,10,18,2.45,1.55
2016-03-24,19:25:00,Richmond,Carlton,MCG,92,83,NA,14,8,12,11,1.23,4.11
2015-10-03,14:30:00,West Coast,Hawthorn,MCG,61,107,Y,8,13,16,11,2.39,1.58
2015-09-26,17:45:00,West Coast,North Melbourne,Domain Stadium,80,55,Y,10,20,7,13,1.19,4.74
2015-09-25,18:20:00,Fremantle,Hawthorn,Domain Stadium,67,94,Y,10,7,15,4,2.25,1.65
2015-09-19,19:20:00,Sydney,North Melbourne,ANZ Stadium,51,77,Y,7,9,11,11,1.62,2.3
2015-09-18,19:50:00,Hawthorn,Adelaide,MCG,135,61,Y,21,9,8,13,1.3,3.56
2015-09-13,15:20:00,Richmond,North Melbourne,MCG,88,105,Y,14,4,15,15,1.58,2.38
2015-09-12,19:20:00,Western Bulldogs,Adelaide,MCG,102,109,Y,14,18,16,13,1.9,1.9
2015-09-12,13:10:00,Fremantle,Sydney,Domain Stadium,69,60,Y,10,9,7,18,1.33,3.35
2015-09-11,18:20:00,West Coast,Hawthorn,Domain Stadium,96,64,Y,14,12,9,10,2.39,1.57
2015-09-06,15:20:00,Collingwood,Essendon,MCG,92,95,NA,14,8,14,11,1.28,3.65
2015-09-06,13:10:00,Melbourne,GWS Giants,Marvel Stadium,103,77,NA,15,13,11,11,2.35,1.59
2015-09-05,17:40:00,West Coast,St Kilda,Domain Stadium,125,30,NA,18,17,4,6,1.04,10.33
2015-09-05,19:25:00,Sydney,Gold Coast,SCG,127,64,NA,19,13,9,10,1.04,10.57
2015-09-05,16:40:00,Hawthorn,Carlton,MCG,113,56,NA,17,11,8,8,1.01,14.36
2015-09-05,15:20:00,Port Adelaide,Fremantle,Adelaide Oval,122,53,NA,18,14,8,5,1.06,8.64
2015-09-05,13:45:00,Brisbane,Western Bulldogs,Gabba,130,122,NA,19,16,19,8,4.24,1.22
2015-09-05,13:05:00,Geelong,Adelaide,GMHBA Stadium,119,80,NA,17,17,11,14,2.16,1.69
2015-09-04,19:50:00,Richmond,North Melbourne,Marvel Stadium,108,67,NA,16,12,10,7,1.08,8.03
2015-08-30,14:40:00,Fremantle,Melbourne,Domain Stadium,108,54,NA,17,6,8,6,1.07,8.37
2015-08-30,15:20:00,St Kilda,Sydney,Marvel Stadium,38,135,NA,4,14,20,15,4.16,1.23
2015-08-30,13:10:00,Adelaide,West Coast,Adelaide Oval,126,69,NA,19,12,10,9,2.01,1.78
2015-08-29,19:20:00,Essendon,Richmond,MCG,47,74,NA,7,5,10,14,6.35,1.12
2015-08-29,19:20:00,Gold Coast,Port Adelaide,Metricon Stadium,51,88,NA,7,9,12,16,3.22,1.35
2015-08-29,16:35:00,North Melbourne,Western Bulldogs,Marvel Stadium,73,96,NA,10,13,14,12,1.63,2.27
2015-08-29,14:10:00,Hawthorn,Brisbane,University of Tasmania Stadium,134,62,NA,21,8,9,8,1.02,12.6
2015-08-29,13:45:00,GWS Giants,Carlton,Spotless Stadium,132,51,NA,20,12,7,9,1.2,4.59
2015-08-28,19:50:00,Geelong,Collingwood,MCG,62,110,NA,9,8,17,8,1.41,2.93
2015-08-23,14:40:00,West Coast,Western Bulldogs,Domain Stadium,162,85,NA,25,12,13,7,1.3,3.56
2015-08-23,15:20:00,Carlton,Melbourne,MCG,78,55,NA,12,6,7,13,3.08,1.38
2015-08-23,13:10:00,North Melbourne,Fremantle,Marvel Stadium,94,83,NA,14,10,12,11,1.66,2.23
2015-08-22,19:10:00,Adelaide,Brisbane,Adelaide Oval,131,44,NA,20,11,6,8,1.07,8.81
2015-08-22,19:20:00,St Kilda,Geelong,Marvel Stadium,97,97,NA,14,13,15,7,4.4,1.21
2015-08-22,16:35:00,Gold Coast,Essendon,Metricon Stadium,97,95,NA,14,13,14,11,1.52,2.52
2015-08-22,14:10:00,GWS Giants,Sydney,Spotless Stadium,44,133,NA,6,8,20,13,2.53,1.52
2015-08-22,13:45:00,Collingwood,Richmond,MCG,56,147,NA,7,14,23,9,2.92,1.41
2015-08-21,19:50:00,Hawthorn,Port Adelaide,Marvel Stadium,86,108,NA,13,8,16,12,1.07,8.64
2015-08-16,14:40:00,Fremantle,West Coast,Domain Stadium,80,104,NA,11,14,15,14,1.64,2.26
2015-08-16,15:20:00,Western Bulldogs,Melbourne,Marvel Stadium,153,55,NA,24,9,8,7,1.22,4.28
2015-08-16,13:10:00,Richmond,Gold Coast,MCG,138,55,NA,22,6,8,7,1.12,6.34
2015-08-15,19:20:00,Brisbane,Carlton,Gabba,131,67,NA,20,11,9,13,1.64,2.27
2015-08-15,19:20:00,Geelong,Hawthorn,MCG,85,121,NA,12,13,19,7,4.17,1.23
2015-08-15,16:05:00,Port Adelaide,GWS Giants,Adelaide Oval,111,90,NA,16,15,13,12,1.26,3.91
2015-08-15,14:10:00,North Melbourne,St Kilda,Blundstone Arena,120,83,NA,18,12,11,17,1.16,5.23
2015-08-15,13:45:00,Essendon,Adelaide,Marvel Stadium,59,171,NA,8,11,27,9,3.54,1.3
2015-08-14,19:50:00,Sydney,Collingwood,SCG,87,76,NA,13,9,10,16,1.35,3.24
2015-08-09,16:40:00,St Kilda,Fremantle,Marvel Stadium,59,96,NA,8,11,15,6,2.72,1.46
2015-08-09,15:20:00,GWS Giants,Essendon,Spotless Stadium,93,61,NA,14,9,8,13,1.26,3.88
2015-08-09,13:10:00,Melbourne,North Melbourne,MCG,92,127,NA,14,8,19,13,3.39,1.32
2015-08-08,15:40:00,West Coast,Hawthorn,Domain Stadium,74,88,NA,11,8,13,10,2.4,1.56
2015-08-08,19:20:00,Geelong,Sydney,GMHBA Stadium,95,63,NA,14,11,9,9,1.86,1.95
2015-08-08,16:35:00,Brisbane,Gold Coast,Gabba,100,114,NA,14,16,17,12,2.57,1.51
2015-08-08,14:10:00,Western Bulldogs,Port Adelaide,Marvel Stadium,128,64,NA,19,14,9,10,1.7,2.15
2015-08-08,13:45:00,Collingwood,Carlton,MCG,105,87,NA,16,9,13,9,1.22,4.21
2015-08-07,19:20:00,Adelaide,Richmond,Adelaide Oval,88,52,NA,11,22,8,4,2.13,1.71
2015-08-02,14:40:00,Fremantle,GWS Giants,Domain Stadium,84,63,NA,12,12,9,9,1.2,4.41
2015-08-02,15:20:00,Essendon,Western Bulldogs,Marvel Stadium,40,127,NA,5,10,19,13,2.84,1.42
2015-08-02,12:40:00,Port Adelaide,St Kilda,Adelaide Oval,112,49,NA,17,10,6,13,1.19,4.63
2015-08-01,19:20:00,Carlton,North Melbourne,Marvel Stadium,54,118,NA,8,6,18,10,5.55,1.14
2015-08-01,19:20:00,Gold Coast,West Coast,Metricon Stadium,83,83,NA,12,11,11,17,8.22,1.08
2015-08-01,16:35:00,Sydney,Adelaide,SCG,117,65,NA,17,15,9,11,1.4,2.96
2015-08-01,14:10:00,Collingwood,Melbourne,MCG,54,91,NA,7,12,13,13,1.32,3.36
2015-08-01,13:45:00,Geelong,Brisbane,GMHBA Stadium,113,57,NA,17,11,8,9,1.11,6.73
2015-07-31,19:50:00,Hawthorn,Richmond,MCG,53,71,NA,7,11,10,11,1.17,5.03
2015-07-26,14:40:00,West Coast,Sydney,Domain Stadium,103,51,NA,15,13,7,9,1.29,3.61
2015-07-26,15:20:00,Melbourne,St Kilda,MCG,46,83,NA,6,10,12,11,2.04,1.79
2015-07-26,13:10:00,Western Bulldogs,Collingwood,Marvel Stadium,104,86,NA,15,14,13,8,2.21,1.67
2015-07-25,19:20:00,Brisbane,North Melbourne,Gabba,38,110,NA,5,8,16,14,4.42,1.21
2015-07-25,19:20:00,Essendon,Port Adelaide,Marvel Stadium,116,129,NA,17,14,20,9,3.37,1.32
2015-07-25,16:35:00,Richmond,Fremantle,MCG,78,82,NA,10,18,12,10,1.77,2.04
2015-07-25,13:40:00,Adelaide,Gold Coast,Adelaide Oval,125,80,NA,19,11,12,8,1.21,4.39
2015-07-25,13:45:00,GWS Giants,Geelong,UNSW Canberra Oval,42,69,NA,6,6,9,15,1.78,2.03
2015-07-24,19:50:00,Carlton,Hawthorn,Marvel Stadium,35,173,NA,4,11,27,11,14.09,1.02
2015-07-19,16:40:00,St Kilda,Richmond,Marvel Stadium,73,89,NA,10,13,13,11,2.85,1.42
2015-07-19,14:50:00,Port Adelaide,Adelaide,Adelaide Oval,113,116,NA,17,11,18,8,1.57,2.41
2015-07-19,13:10:00,Melbourne,Brisbane,MCG,60,36,NA,8,12,4,12,1.61,2.32
2015-07-18,17:40:00,Fremantle,Carlton,Domain Stadium,95,53,NA,13,17,8,5,1.12,6.36
2015-07-18,19:20:00,Sydney,Hawthorn,ANZ Stadium,57,146,NA,7,15,23,8,2.43,1.56
2015-07-18,16:35:00,Collingwood,West Coast,Marvel Stadium,56,87,NA,7,14,11,21,2.45,1.55
2015-07-18,14:10:00,Gold Coast,GWS Giants,Metricon Stadium,79,94,NA,12,7,13,16,2.23,1.66
2015-07-18,13:45:00,Geelong,Western Bulldogs,GMHBA Stadium,72,64,NA,10,12,9,10,1.57,2.4
2015-07-17,19:50:00,North Melbourne,Essendon,Marvel Stadium,93,68,NA,14,9,9,14,1.2,4.52
2015-07-12,16:40:00,Brisbane,Sydney,Gabba,49,70,NA,7,7,10,10,5.69,1.14
2015-07-12,15:20:00,Hawthorn,Fremantle,University of Tasmania Stadium,115,43,NA,17,13,6,7,1.4,2.95
2015-07-12,13:10:00,GWS Giants,St Kilda,Spotless Stadium,84,49,NA,12,12,6,13,1.69,2.17
2015-07-11,17:40:00,West Coast,Adelaide,Domain Stadium,147,91,NA,22,15,14,7,1.18,4.87
2015-07-11,19:20:00,North Melbourne,Geelong,Marvel Stadium,120,79,NA,18,12,11,13,2.03,1.79
2015-07-11,16:35:00,Western Bulldogs,Gold Coast,Cazaly’s Stadium,95,73,NA,14,11,11,7,1.65,2.25
2015-07-11,13:40:00,Essendon,Melbourne,MCG,69,60,NA,10,9,7,18,2.64,1.48
2015-07-10,19:50:00,Richmond,Carlton,MCG,71,41,NA,10,11,5,11,1.31,3.48
2015-07-09,19:20:00,Port Adelaide,Collingwood,Adelaide Oval,66,63,NA,9,12,9,9,1.81,2
2015-07-05,14:40:00,Fremantle,Brisbane,Domain Stadium,84,48,NA,13,6,7,6,1.03,11.65
2015-07-05,13:10:00,Essendon,St Kilda,Marvel Stadium,52,162,NA,8,4,25,12,1.7,2.14
2015-07-04,19:10:00,Melbourne,West Coast,TIO Stadium,60,114,NA,9,6,16,18,4.53,1.2
2015-07-04,19:30:00,Western Bulldogs,Carlton,Marvel Stadium,64,53,NA,9,10,7,11,1.39,3.03
2015-07-04,16:40:00,Gold Coast,North Melbourne,Metricon Stadium,125,70,NA,19,11,10,10,3.8,1.27
2015-07-04,13:40:00,Richmond,GWS Giants,MCG,78,69,NA,10,18,10,9,1.18,4.87
2015-07-03,19:50:00,Collingwood,Hawthorn,MCG,91,101,NA,12,19,15,11,3.47,1.3
2015-07-02,19:20:00,Sydney,Port Adelaide,SCG,94,84,NA,14,10,12,12,1.44,2.76
2015-06-28,15:20:00,Carlton,Gold Coast,Marvel Stadium,103,69,NA,14,19,9,15,1.42,2.88
2015-06-27,19:20:00,St Kilda,Western Bulldogs,Marvel Stadium,56,62,NA,7,14,9,8,2.55,1.51
2015-06-27,16:35:00,Brisbane,Adelaide,Gabba,69,82,NA,10,9,11,16,3.55,1.3
2015-06-27,13:40:00,Hawthorn,Essendon,MCG,114,76,NA,16,18,11,10,1.06,9.26
2015-06-26,19:50:00,Sydney,Richmond,SCG,77,95,NA,11,11,14,11,1.34,3.31
2015-06-25,18:10:00,Fremantle,Collingwood,Domain Stadium,80,73,NA,12,8,11,7,1.33,3.34
2015-06-21,15:20:00,Geelong,Melbourne,GMHBA Stadium,89,113,NA,13,11,18,5,1.11,6.49
2015-06-20,19:20:00,Western Bulldogs,Brisbane,Marvel Stadium,146,74,NA,22,14,11,8,1.29,3.68
2015-06-20,19:35:00,GWS Giants,North Melbourne,Spotless Stadium,61,117,NA,8,13,18,9,2.96,1.4
2015-06-20,13:40:00,Carlton,Port Adelaide,MCG,110,106,NA,17,8,16,10,3.21,1.35
2015-06-19,19:50:00,Richmond,West Coast,MCG,70,90,NA,10,10,13,12,1.88,1.93
2015-06-18,19:20:00,Adelaide,Hawthorn,Adelaide Oval,85,114,NA,12,13,17,12,2.99,1.4
2015-06-14,16:40:00,St Kilda,Melbourne,Marvel Stadium,85,83,NA,12,13,12,11,1.65,2.24
2015-06-14,13:10:00,Collingwood,GWS Giants,MCG,119,77,NA,18,11,11,11,1.65,2.25
2015-06-13,19:20:00,North Melbourne,Sydney,Marvel Stadium,75,91,NA,10,15,14,7,2.56,1.51
2015-06-13,14:35:00,West Coast,Essendon,Domain Stadium,96,46,NA,14,12,6,10,1.14,5.65
2015-06-13,13:40:00,Gold Coast,Fremantle,Metricon Stadium,46,53,NA,7,4,6,17,9.37,1.06
2015-06-12,19:20:00,Port Adelaide,Geelong,Adelaide Oval,69,92,NA,11,3,14,8,1.44,2.79
2015-06-08,15:20:00,Melbourne,Collingwood,MCG,85,110,NA,13,7,17,8,3.92,1.25
2015-06-07,16:40:00,St Kilda,Hawthorn,Marvel Stadium,69,132,NA,10,9,20,12,12.71,1.02
2015-06-07,15:20:00,North Melbourne,West Coast,Blundstone Arena,85,75,NA,13,7,10,15,2.1,1.73
